Unnamed,Angry,Disgust,Fear,Happy,Neutral,Sad,fileName,numResponses,agreement,emoVote,meanEmoResp,meanAngerResp,meanDisgustResp,meanFearResp,meanHappyResp,meanNeutralResp,meanSadResp,medianEmoResp,meanEmoRespNorm,meanAngerRespNorm,meanDisgustRespNorm,meanFearRespNorm,meanHappyRespNorm,meanNeutralRespNorm,meanSadRespNorm,medianEmoRespNorm
100140,0,0,0,0,8,3,1002_DFA_NEU_XX,11,0.7272727273,N,56.27272727,-1,-1,-1,-1,60.125,46,58,49.83962756,-1,-1,-1,-1,53.65714771,39.65957382,52.94117647
100155,5,4,1,0,1,0,1002_TSI_ANG_XX,11,0.4545454545,A,56.90909091,54,66.75,57,-1,32,-1,56,52.28029496,50.89846337,58.34766242,57.30337079,-1,29.89690722,-1,42.55319149
100165,0,0,0,3,8,0,1003_IEO_HAP_LO,11,0.7272727273,N,61.72727273,-1,-1,-1,19,77.75,-1,65,59.93697657,-1,-1,-1,13.75527616,77.25511423,-1,64.28571429
100177,1,2,0,0,6,2,1003_IEO_DIS_LO,11,0.5454545455,N,61.09090909,7,37.5,-1,-1,84.16666667,42.5,63,,6.060606061,33.98255814,-1,-1,78.09681765,,
100178,0,2,1,1,5,2,1003_IEO_DIS_MD,11,0.4545454545,N,49.63636364,-1,34.5,31,43,52.4,70.5,51,41.6611752,-1,22.36711552,18.18181818,31.64556962,48.83408376,59.77044476,43.52941176
100251,0,0,1,0,8,2,1004_IEO_SAD_MD,11,0.7272727273,N,61,-1,-1,59,-1,56.375,80.5,61,49.53016508,-1,-1,49.38271605,-1,45.34459902,66.34615385,48.71794872
100252,0,0,2,0,5,4,1004_IEO_SAD_HI,11,0.4545454545,N,57,-1,-1,57,-1,64.8,47.25,50,48.62137708,-1,-1,51.42410016,-1,48.247667,47.68715315,53.26086957
100253,7,4,0,0,0,0,1004_IEO_ANG_LO,11,0.6363636364,A,55.27272727,46.85714286,70,-1,-1,-1,-1,54,49.10777588,41.01945418,63.26233886,-1,-1,-1,-1,45.56962025
100260,0,5,0,0,4,2,1004_IEO_DIS_MD,11,0.4545454545,D,58.90909091,-1,68.8,-1,-1,53.25,45.5,68,52.25132249,-1,63.95517529,-1,-1,50.19674756,27.10084034,47.05882353
100261,0,7,0,0,3,1,1004_IEO_DIS_HI,11,0.6363636364,D,52.72727273,-1,50.57142857,-1,-1,60.66666667,44,55,44.61579657,-1,43.04347889,-1,-1,54.71202556,25.33333333,44.28571429
100264,0,0,1,0,3,7,1004_TIE_SAD_XX,11,0.6363636364,S,51.81818182,-1,-1,38,-1,46.33333333,56.14285714,60,41.00837755,-1,-1,32.95454545,-1,52.80913526,37.1014574,36.36363636
100266,0,0,5,0,4,2,1004_TIE_FEA_XX,11,0.4545454545,F,62,-1,-1,70.6,-1,57.75,49,52,57.98657167,-1,-1,69.28640452,-1,52.92451089,39.86111111,44.44444444
100268,1,0,0,1,9,0,1004_IOM_NEU_XX,11,0.8181818182,N,51.72727273,21,-1,-1,40,56.44444444,-1,65,45.98244871,5.952380952,-1,-1,32.58426966,51.91892057,-1,62.29508197
100269,0,0,0,6,5,0,1004_IOM_HAP_XX,11,0.5454545455,H,72.45454545,-1,-1,-1,62.33333333,84.6,-1,73,68.29525535,-1,-1,-1,56.05103801,82.98831615,-1,63.41463415
100270,0,0,0,0,7,4,1004_IOM_SAD_XX,11,0.6363636364,N,38.81818182,-1,-1,-1,-1,40.42857143,36,34,32.00543144,-1,-1,-1,-1,35.6374776,25.64935065,25.97402597
100274,0,1,3,0,7,0,1004_IWW_NEU_XX,11,0.6363636364,N,53.45454545,-1,39,39,-1,61.71428571,-1,58,47.73373879,-1,32.22222222,33.33333333,-1,56.12127207,-1,46.05263158
100275,0,1,2,4,4,0,1004_IWW_HAP_XX,11,0.3636363636,H:N,56.18181818,-1,40,32,53.25,75.25,-1,52,52.63526198,-1,50.79365079,18.26981246,52.97078314,69.94286839,-1,53.94736842
100276,0,0,5,0,4,2,1004_IWW_SAD_XX,11,0.4545454545,F,50.09090909,-1,-1,36,-1,65.5,54.5,57,42.91622229,-1,-1,29.69843375,-1,56.39792411,48.99728997,48.71794872
100277,5,6,0,0,0,0,1004_IWW_ANG_XX,11,0.5454545455,D,67.72727273,63,71.66666667,-1,-1,-1,-1,70,58.87789444,60.18063882,57.79227413,-1,-1,-1,-1,55.93220339
100287,0,0,0,1,9,1,1004_MTI_HAP_XX,11,0.8181818182,N,64.54545455,-1,-1,-1,27,72.33333333,32,63,60.25754294,-1,-1,-1,10,69.7972709,24.65753425,57.95454545
100359,2,4,4,0,1,0,1005_IWW_ANG_XX,11,0.3636363636,D:F,45.45454545,62,41,44.5,-1,34,-1,49,36.20114712,34.66748768,35.0039771,39.95736914,-1,29.03225806,-1,31.88405797
100375,0,0,0,4,7,0,1005_IWL_HAP_XX,11,0.6363636364,N,59.54545455,-1,-1,-1,68,54.71428571,-1,59,54.75488597,-1,-1,-1,61.37254902,50.97336422,-1,54.44444444
100376,0,1,1,1,8,0,1005_IWL_SAD_XX,11,0.7272727273,N,64.27272727,-1,58,52,25,71.5,-1,68,59.86736273,-1,55.31914894,37.66233766,23.07692308,67.81032254,-1,65.95744681
100403,0,8,0,1,2,0,1005_TSI_DIS_XX,11,0.7272727273,D,53.81818182,-1,57,-1,8,64,-1,38,49.47315741,-1,52.11965709,-1,1.111111111,63.06818182,-1,38.27160494
100404,5,4,0,0,1,1,1005_WSI_NEU_XX,11,0.4545454545,A,50.72727273,38.6,66.75,-1,-1,67,31,57,44.52635722,29.84739683,63.8200223,-1,-1,61.17647059,24.09638554,53.65853659
100426,0,1,0,1,9,0,1006_TIE_NEU_XX,11,0.8181818182,N,67.63636364,-1,84,-1,71,65.44444444,-1,60,,-1,57.89473684,-1,65.88235294,,-1,
100486,0,1,0,0,10,0,1006_WSI_NEU_XX,11,0.9090909091,N,48.54545455,-1,38,-1,-1,49.6,-1,55,39.17362784,-1,22.5,-1,-1,40.84099062,-1,28.88888889
100501,5,5,1,0,0,0,1007_IEO_ANG_HI,11,0.4545454545,A:D,64.90909091,64.6,65.8,62,-1,-1,-1,57,62.83333568,70.93497075,61.37244183,29.62962963,-1,-1,-1,59.15492958
100505,1,1,0,0,5,4,1007_IEO_DIS_LO,11,0.4545454545,N,42.72727273,6,1,-1,-1,54.6,47.5,46,36.76996627,0,0,-1,-1,46.31964612,43.2178496,36.25
100509,1,3,0,0,6,1,1007_TIE_HAP_XX,11,0.5454545455,N,54,69,50.66666667,-1,-1,59.33333333,17,59,44.47156964,68.36734694,31.80076628,-1,-1,52.93997374,7.777777778,37.6344086
100511,7,3,1,0,0,0,1007_TIE_ANG_XX,11,0.6363636364,A,70.72727273,72.57142857,65.66666667,73,-1,-1,-1,77,66.4592575,67.96952375,61.22873965,71.57894737,-1,-1,-1,72
100512,0,0,4,0,2,5,1007_TIE_FEA_XX,11,0.4545454545,S,60.90909091,-1,-1,47.75,-1,47.5,76.8,59,52.91456077,-1,-1,34.89696692,-1,34.23913043,74.79880799,62.33766234
100513,2,1,0,0,3,5,1007_TIE_DIS_XX,11,0.4545454545,S,55.72727273,64,23,-1,-1,64.33333333,53.8,67,47.56676415,55.45323221,15.90909091,-1,-1,64.15127595,40.79300449,36
100516,0,0,0,0,3,8,1007_IOM_SAD_XX,11,0.7272727273,S,48.81818182,-1,-1,-1,-1,48.66666667,48.875,56,36.82736161,-1,-1,-1,-1,24.33343387,41.51258451,17.94871795
100517,6,3,0,1,1,0,1007_IOM_ANG_XX,11,0.5454545455,A,60.81818182,58.66666667,59.66666667,-1,64,74,-1,62,56.21193763,52.78006747,58.16490452,-1,59.5505618,67.6056338,-1,59.5505618
100519,0,2,0,0,6,3,1007_IOM_DIS_XX,11,0.5454545455,N,53.63636364,-1,53.5,-1,-1,59.66666667,41.66666667,44,49.40223853,-1,52.45238095,-1,-1,53.63184999,38.90958731,38.98305085
100522,0,1,3,1,3,3,1007_IWW_SAD_XX,11,0.2727272727,F:N:S,57.54545455,-1,40,88.33333333,34,48.33333333,49.66666667,54,51.25741735,-1,36.17021277,86.03848331,12,40.05724029,45.79140242,44.70588235
100523,3,6,1,0,0,1,1007_IWW_ANG_XX,11,0.5454545455,D,63.36363636,46,68.16666667,51,-1,-1,99,54,61.09625597,33.62627499,71.80915221,45.58823529,-1,-1,94.73684211,63.15789474
100526,0,0,0,0,10,1,1007_TAI_NEU_XX,11,0.9090909091,N,74.09090909,-1,-1,-1,-1,74.5,70,74,68.46291808,-1,-1,-1,-1,69.01291359,62.96296296,68.65671642
100652,2,0,0,8,1,0,1009_IEO_HAP_MD,11,0.7272727273,H,66.27272727,69,-1,-1,71.125,22,-1,71,63.87235105,64.30454845,-1,-1,69.43353076,18.51851852,-1,68.05555556
100663,4,3,1,0,2,1,1009_IEO_DIS_LO,11,0.3636363636,A,53.36363636,49.25,55.33333333,74,-1,50.5,49,49,49.16486799,42.00502563,55.49614306,73.73737374,-1,49.37205651,33.82352941,41.26984127
100664,5,6,0,0,0,0,1009_IEO_DIS_MD,11,0.5454545455,D,47.72727273,49.2,46.5,-1,-1,-1,-1,48,43.33660889,45.52202988,41.51542473,-1,-1,-1,-1,43.82022472
100675,9,2,0,0,0,0,1009_IOM_ANG_XX,11,0.8181818182,A,53.27272727,53,54.5,-1,-1,-1,-1,56,,41.01134176,,-1,-1,-1,-1,
100676,1,0,7,0,3,0,1009_IOM_FEA_XX,11,0.6363636364,F,49.90909091,17,-1,59.14285714,-1,39.33333333,-1,50,44.56854936,10.75268817,-1,52.89477689,-1,36.41263885,-1,42.85714286
100735,10,1,0,0,0,0,1010_IEO_ANG_HI,11,0.9090909091,A,86.45454545,86,91,-1,-1,-1,-1,87,82.85237126,82.18412002,89.53488372,-1,-1,-1,-1,85.88235294
100749,0,0,0,4,6,1,1010_IOM_HAP_XX,11,0.5454545455,N,69,-1,-1,-1,76,64.5,68,68,60.97305245,-1,-1,-1,63.63754889,59.27659237,60.49382716,57.62711864
100754,0,1,1,0,8,1,1010_IWW_NEU_XX,11,0.7272727273,N,32.45454545,-1,31,29,-1,31.875,42,31,24.14455027,-1,28.86597938,15.47619048,-1,22.95168432,37.6344086,18.6440678
100756,0,1,5,0,4,1,1010_IWW_SAD_XX,11,0.4545454545,F,42.81818182,-1,57,35,-1,45.25,58,41,33.68712249,-1,53.40909091,27.55084175,-1,30.71832716,56.52173913,37.33333333
100758,1,1,5,0,1,3,1010_IWW_FEA_XX,11,0.4545454545,F,53.81818182,17,40,54.6,-1,67,65,50,45.40894274,7.777777778,39.28571429,42.75571966,-1,66.32653061,57.4432497,47.36842105
100759,0,1,5,0,3,2,1010_IWW_DIS_XX,11,0.4545454545,F,49.63636364,-1,41,53.8,-1,49,44.5,52,42.96386602,-1,28.91566265,51.67153483,-1,37.72267242,36.08058608,46.57534247
100761,0,1,0,2,8,0,1010_TAI_HAP_XX,11,0.7272727273,N,60.81818182,-1,53,-1,37.5,67.625,-1,53,51.53013752,-1,43.37349398,-1,35.89567605,56.45833333,-1,43.37349398
100762,0,0,0,0,9,2,1010_TAI_SAD_XX,11,0.8181818182,N,62.81818182,-1,-1,-1,-1,64.66666667,54.5,65,54.99597721,-1,-1,-1,-1,59.09764736,36.53846154,52.74725275
100764,0,2,7,0,1,1,1010_TAI_FEA_XX,11,0.6363636364,F,53.72727273,-1,19.5,69,-1,48,21,53,42.38371617,-1,16.01343101,60.899897,-1,0,7.894736842,20.33898305
100771,0,2,1,1,5,2,1010_MTI_DIS_XX,11,0.4545454545,N,58.27272727,-1,48,35,100,64.6,43.5,56,53.71786964,-1,43.24155194,22.61904762,100,62.9471182,33.52941176,55.40540541
100772,0,0,0,2,9,0,1010_IWL_NEU_XX,11,0.8181818182,N,55.27272727,-1,-1,-1,96.5,46.11111111,-1,39,48.27999916,-1,-1,-1,94.07894737,38.10245511,-1,30.23255814
100819,1,1,0,0,9,0,1011_IEO_FEA_MD,11,0.8181818182,N,72.54545455,33,43,-1,-1,80.22222222,-1,82,69.46206692,25.6097561,20.83333333,-1,-1,79.73773852,-1,74.66666667
100873,0,1,2,1,7,0,1011_ITS_HAP_XX,11,0.6363636364,N,52.45454545,-1,40,16.5,29,67.85714286,-1,47,48.37338175,-1,28,10.03787879,22.82608696,65.88647925,-1,42.35294118
100884,0,1,0,0,8,2,1011_WSI_NEU_XX,11,0.7272727273,N,52.81818182,-1,10,-1,-1,60.875,42,54,51.27729624,-1,0,-1,-1,63.42395788,28.32929782,51.42857143
100912,2,2,1,0,6,0,1012_IOM_NEU_XX,11,0.5454545455,N,44.63636364,8.5,40.5,15,-1,63,-1,39,42.57600198,7.142857143,34.00074156,14.14141414,-1,61.98456837,-1,38.46153846
100925,0,0,0,0,9,2,1012_TAI_HAP_XX,11,0.8181818182,N,53.90909091,-1,-1,-1,-1,61.33333333,20.5,64,50.65723377,-1,-1,-1,-1,59.83869476,9.340659341,58.82352941
100969,10,1,0,0,0,0,1012_WSI_ANG_XX,11,0.9090909091,A,58.09090909,54.9,90,-1,-1,-1,-1,66,54.93524206,51.8870996,85.41666667,-1,-1,-1,-1,64.21052632
100981,8,3,0,0,0,0,1013_IEO_ANG_HI,11,0.7272727273,A,85.09090909,85.5,84,-1,-1,-1,-1,87,86.99826638,88.27972539,83.58104238,-1,-1,-1,-1,88.65979381
100984,2,0,6,3,0,0,1013_IEO_FEA_HI,11,0.5454545455,F,67.54545455,67.5,-1,63.83333333,75,-1,-1,71,61.82043348,56.78210678,-1,59.20175912,70.41666667,-1,-1,70.70707071
100997,9,1,1,0,0,0,1013_IOM_ANG_XX,11,0.8181818182,A,78.45454545,77.77777778,68,95,-1,-1,-1,77,77.38266212,76.64508606,66.66666667,94.73684211,-1,-1,-1,75.78947368
100999,2,3,0,0,5,1,1013_IOM_DIS_XX,11,0.4545454545,N,52.18181818,19,26,-1,-1,84.2,37,37,50.10727649,18.73887,22.53538979,-1,-1,81.89528275,36.61971831,36.61971831
101000,1,0,3,0,6,1,1013_IWW_NEU_XX,11,0.5454545455,N,36,6,-1,42.66666667,-1,41.16666667,15,33,25.71878679,5.319148936,-1,36.46627882,-1,28.03144488,0,8.536585366
101008,0,0,2,0,5,4,1013_TAI_SAD_XX,11,0.4545454545,N,58.81818182,-1,-1,31,-1,78.4,48.25,48,53.85967953,-1,-1,23.75256736,-1,74.96141569,42.53606542,51.02040816
101009,8,3,0,0,0,0,1013_TAI_ANG_XX,11,0.7272727273,A,85.63636364,87,82,-1,-1,-1,-1,96,86.3498805,86.51257956,85.91601635,-1,-1,-1,-1,94.59459459
101010,0,0,5,0,3,3,1013_TAI_FEA_XX,11,0.4545454545,F,47.18181818,-1,-1,38.6,-1,59.66666667,49,46,35.89526889,-1,-1,21.86943016,-1,51.68309602,43.48383964,30.64516129
101011,1,5,0,0,2,3,1013_TAI_DIS_XX,11,0.4545454545,D,53.27272727,58,55.8,-1,-1,49.5,50,57,43.73807774,50,44.38771225,-1,-1,41.50520532,42.05662776,50
101016,0,0,4,0,2,5,1013_MTI_FEA_XX,11,0.4545454545,S,58.45454545,-1,-1,57.5,-1,58,59.4,57,52.08700121,-1,-1,48.80479281,-1,54.70356927,53.6661407,54.87804878
101018,1,0,0,1,8,1,1013_IWL_NEU_XX,11,0.7272727273,N,64.27272727,47,-1,-1,15,72.875,62,62,59.28820829,35.06493506,-1,-1,6.666666667,70.9202208,43.07692308,64.47368421
101019,3,0,0,4,3,1,1013_IWL_HAP_XX,11,0.3636363636,H,53.09090909,45,-1,-1,45.75,65,71,56,42.9290506,33.53191752,-1,-1,42.01300779,51.19059096,50,40.86021505
101020,0,1,0,0,7,3,1013_IWL_SAD_XX,11,0.6363636364,N,53.90909091,-1,19,-1,-1,63.85714286,42.33333333,50,42.16167947,-1,3.571428571,-1,-1,51.15753296,34.03477161,40.2173913
101021,11,0,0,0,0,0,1013_IWL_ANG_XX,11,1,A,80.27272727,80.27272727,-1,-1,-1,-1,-1,92,82.30814754,82.30814754,-1,-1,-1,-1,-1,89.87341772
101024,0,0,0,0,11,0,1013_ITH_NEU_XX,11,1,N,70.27272727,-1,-1,-1,-1,70.27272727,-1,74,64.47604097,-1,-1,-1,-1,64.47604097,-1,70.14925373
101026,0,0,0,0,2,9,1013_ITH_SAD_XX,11,0.8181818182,S,56.18181818,-1,-1,-1,-1,54.5,56.55555556,58,41.97264996,-1,-1,-1,-1,48.52941176,40.51559178,43.20987654
101034,0,0,1,0,9,1,1013_DFA_FEA_XX,11,0.8181818182,N,64.36363636,-1,-1,8,-1,74.66666667,28,55,61.6158668,-1,-1,0,-1,74.03323611,11.47540984,55.55555556
101079,7,3,0,0,1,0,1014_IOM_ANG_XX,11,0.6363636364,A,60.18181818,56.42857143,59.66666667,-1,-1,88,-1,64,55.05273683,50.01713488,55.58349452,-1,-1,88.70967742,-1,59.09090909
101122,0,1,1,0,9,0,1014_ITS_FEA_XX,11,0.8181818182,N,52.36363636,-1,43,28,-1,56.11111111,-1,47,48.00856561,-1,32.94117647,20,-1,52.7947828,-1,38.0952381
101123,1,0,4,0,5,1,1014_ITS_DIS_XX,11,0.4545454545,N,46.81818182,25,-1,46.5,-1,48,64,48,42.47538355,24.24242424,-1,36.15777839,-1,44.79308747,74.3902439,36.36363636
101133,9,1,0,0,1,0,1014_WSI_ANG_XX,11,0.8181818182,A,68.90909091,68.55555556,78,-1,-1,63,-1,65,75.06433689,74.96361212,78.57142857,-1,-1,72.46376812,-1,78.57142857
101136,0,0,0,0,11,0,1015_IEO_NEU_XX,11,1,N,61.36363636,-1,-1,-1,-1,61.36363636,-1,57,55.75632062,-1,-1,-1,-1,55.75632062,-1,50
101151,0,1,1,0,9,0,1015_IEO_DIS_HI,11,0.8181818182,N,65.18181818,-1,78,53,-1,65.11111111,-1,74,60.05539581,-1,75,50,-1,59.51215043,-1,70.58823529
101157,0,0,1,0,8,2,1015_TIE_DIS_XX,11,0.7272727273,N,41,-1,-1,47,-1,41.875,34.5,35,31.87342555,-1,-1,34.56790123,-1,34.41652729,20.35378075,25.84269663
101161,4,4,0,0,3,0,1015_IOM_ANG_XX,11,0.3636363636,A:D,51.54545455,47,53.25,-1,-1,55.33333333,-1,56,47.96557084,42.89502365,51.83628623,-1,-1,49.56534656,-1,49.46236559
101173,6,1,1,2,1,0,1015_TAI_ANG_XX,11,0.5454545455,A,52.72727273,53,77,23,46.5,69,-1,58,42.14461154,42.48109248,69.64285714,9.411764706,41.54891304,46.55172414,-1,42.10526316
101174,0,0,7,0,2,2,1015_TAI_FEA_XX,11,0.6363636364,F,39.63636364,-1,-1,38.85714286,-1,29,53,35,35.19326987,-1,-1,36.46432357,-1,21.65639239,44.28145942,34.61538462
101218,0,0,0,0,11,0,1016_IEO_NEU_XX,11,1,N,85,-1,-1,-1,-1,85,-1,91,82.57124079,-1,-1,-1,-1,82.57124079,-1,90.47619048
101256,0,0,8,0,1,2,1016_TAI_FEA_XX,11,0.7272727273,F,57.54545455,-1,-1,60.75,-1,43,52,57,49.62293456,-1,-1,51.59706391,-1,33.72093023,49.67741935,50
101262,3,0,4,2,2,0,1016_MTI_FEA_XX,11,0.3636363636,F,48.36363636,62,-1,38.5,32.5,63.5,-1,46,41.24853308,56.44634843,-1,28.2077281,26.12466125,59.65729186,-1,36.26373626
101264,1,0,1,1,8,0,1016_IWL_NEU_XX,11,0.7272727273,N,56.90909091,52,-1,50,62,57.75,-1,54,51.7195788,40.50632911,-1,41.93548387,57.30337079,53.64627289,-1,54.92957746
101265,0,2,0,2,7,0,1016_IWL_HAP_XX,11,0.6363636364,N,59,-1,55.5,-1,55,61.14285714,-1,59,54.40440098,-1,46.97831978,-1,44.07845109,59.47640986,-1,63.41463415
101266,0,0,1,0,3,7,1016_IWL_SAD_XX,11,0.6363636364,S,49.54545455,-1,-1,80,-1,43.33333333,47.85714286,51,46.16329196,-1,-1,74.02597403,-1,42.39605968,43.79743693,50.64935065
101267,9,1,0,1,0,0,1016_IWL_ANG_XX,11,0.8181818182,A,62.36363636,65.55555556,29,-1,67,-1,-1,67,54.25167905,57.45020782,28.94736842,-1,50.76923077,-1,-1,50.76923077
101269,2,4,0,4,1,0,1016_IWL_DIS_XX,11,0.3636363636,D:H,56.63636364,88,46.25,-1,45.25,81,-1,50,47.16575038,86.47058824,32.74833889,-1,33.19586475,82.10526316,-1,47.36842105
101270,0,0,2,1,8,0,1016_ITH_NEU_XX,11,0.7272727273,N,59.27272727,-1,-1,12,45,72.875,-1,76,54.82998685,-1,-1,9.105242412,36.76470588,68.51933308,-1,69.73684211
101272,1,0,2,0,0,8,1016_ITH_SAD_XX,11,0.7272727273,S,65.18181818,92,-1,59.5,-1,-1,63.25,67,62.25263379,91.66666667,-1,57.80016618,-1,-1,59.68899658,63.79310345
101273,9,2,0,0,0,0,1016_ITH_ANG_XX,11,0.8181818182,A,79.45454545,79.11111111,81,-1,-1,-1,-1,89,76.27802482,74.86449947,82.63888889,-1,-1,-1,-1,86.44067797
101283,0,0,0,8,3,0,1016_ITS_HAP_XX,11,0.7272727273,H,46,-1,-1,-1,49.625,36.33333333,-1,47,39.54557879,-1,-1,-1,43.02878346,30.25703299,-1,42.62295082
101344,0,0,2,0,7,2,1017_MTI_FEA_XX,11,0.6363636364,N,60.27272727,-1,-1,51,-1,69.14285714,38.5,51,53.50661333,-1,-1,43.53632479,-1,65.01093353,23.21178121,38.46153846
101371,0,1,2,3,5,0,1017_TSI_HAP_XX,11,0.4545454545,N,58.81818182,-1,45,55.5,71.66666667,55.2,-1,53,53.27705412,-1,45.45454545,57.44814582,58.14622101,50.25161904,-1,56.75675676
101400,0,0,1,0,8,2,1018_TIE_SAD_XX,11,0.7272727273,N,64.90909091,-1,-1,79,-1,60.875,74,64,61.76642019,-1,-1,68.65671642,-1,58.65330103,70.77374872,62.35294118
101422,0,0,0,1,9,1,1018_MTI_NEU_XX,11,0.8181818182,N,58.36363636,-1,-1,-1,44,63.55555556,26,57,53.70454248,-1,-1,-1,39.13043478,59.34661472,17.5,57.5
101467,2,3,0,0,6,0,1019_IEO_HAP_HI,11,0.5454545455,N,64.18181818,49.5,51,-1,-1,75.66666667,-1,66,58.29739314,48.41573631,45.61844743,-1,-1,67.93075161,-1,60.41666667
101479,2,7,0,0,1,1,1019_IEO_DIS_HI,11,0.6363636364,D,57.09090909,70.5,63.28571429,-1,-1,1,43,58,48.78829596,67.74119095,56.23452912,-1,-1,0,7.547169811,53.33333333
101495,7,2,2,0,0,0,1019_IWW_ANG_XX,11,0.6363636364,A,54.45454545,53.28571429,64,49,-1,-1,-1,66,50.63186173,47.99504626,65.87719298,44.61538462,-1,-1,-1,63.26530612
101498,0,0,1,0,9,1,1019_TAI_NEU_XX,11,0.8181818182,N,65.36363636,-1,-1,48,-1,67.88888889,60,59,60.6183531,-1,-1,19.35483871,-1,65.46725413,58.24175824,58.24175824
101500,1,0,3,0,6,1,1019_TAI_SAD_XX,11,0.5454545455,N,58.18181818,17,-1,62.66666667,-1,65.5,42,63,55.84744362,11.70212766,-1,50.5385012,-1,70.76922661,26.38888889,58.42696629
101501,9,2,0,0,0,0,1019_TAI_ANG_XX,11,0.8181818182,A,60.63636364,59.33333333,66.5,-1,-1,-1,-1,65,52.21592288,50.37623785,60.49450549,-1,-1,-1,-1,55.10204082
101505,0,0,0,5,6,0,1019_MTI_HAP_XX,11,0.5454545455,N,64.09090909,-1,-1,-1,71.6,57.83333333,-1,59,60.47857923,-1,-1,-1,68.95427127,53.41550252,-1,56.84210526
101508,1,0,4,0,1,5,1019_MTI_FEA_XX,11,0.4545454545,S,66,66,-1,62.75,-1,49,72,66,60.77441147,64.81481481,-1,61.00116942,-1,40,63.93980674,64.81481481
101511,0,0,0,2,9,0,1019_IWL_HAP_XX,11,0.8181818182,N,63.36363636,-1,-1,-1,57.5,64.66666667,-1,67,61.75797194,-1,-1,-1,51.80555556,63.96962003,-1,67.77777778
